"Franklin, Iowa",Franklin,"https://en.wikipedia.org/wiki/Franklin,_Iowa"
"Franklin, Kansas",Franklin,"https://en.wikipedia.org/wiki/Franklin,_Kansas"
"Franklin, Kentucky",Franklin,"https://en.wikipedia.org/wiki/Franklin,_Kentucky"
"Franklin, Louisiana",Franklin,"https://en.wikipedia.org/wiki/Franklin,_Louisiana"
"Franklin, Maine",Franklin,"https://en.wikipedia.org/wiki/Franklin,_Maine"
"Franklin, Massachusetts",Franklin,"https://en.wikipedia.org/wiki/Franklin,_Massachusetts"
"Franklin, Michigan",Franklin,"https://en.wikipedia.org/wiki/Franklin,_Michigan"
"Franklin, Minnesota",Franklin,"https://en.wikipedia.org/wiki/Franklin,_Minnesota"
"Franklin, Missouri",Franklin,"https://en.wikipedia.org/wiki/Franklin,_Missouri"
"Franklin, Nebraska",Franklin,"https://en.wikipedia.org/wiki/Franklin,_Nebraska"
"Franklin, New Hampshire",Franklin,"https://en.wikipedia.org/wiki/Franklin,_New_Hampshire"
"Franklin, New Jersey",Franklin,"https://en.wikipedia.org/wiki/Franklin,_New_Jersey"
"Franklin, Delaware County, New York",Franklin,"https://en.wikipedia.org/wiki/Franklin_(village),_New_York"
"Franklin, Franklin County, New York",Franklin,"https://en.wikipedia.org/wiki/Franklin,_Franklin_County,_New_York"
"Franklin, North Carolina",Franklin,"https://en.wikipedia.org/wiki/Franklin_County,_North_Carolina"
"Franklin County, Ohio",Franklin,"https://en.wikipedia.org/wiki/Franklin_County,_Ohio"
"Franklin, Ohio",Franklin,"https://en.wikipedia.org/wiki/Franklin,_Ohio"
"Franklin, Cambria County, Pennsylvania",Franklin,"https://en.wikipedia.org/wiki/Franklin,_Cambria_County,_Pennsylvania"
"Franklin, Venango County, Pennsylvania",Franklin,"https://en.wikipedia.org/wiki/Franklin,_Pennsylvania"
"Franklin, Tennessee",Franklin,"https://en.wikipedia.org/wiki/Franklin,_Tennessee"
"Franklin, Texas",Franklin,"https://en.wikipedia.org/wiki/Franklin,_Texas"
"Franklin, Vermont",Franklin,"https://en.wikipedia.org/wiki/Franklin,_Vermont"
"Franklin, Virginia",Franklin,"https://en.wikipedia.org/wiki/Franklin,_Virginia"
"Franklin, West Virginia",Franklin,"https://en.wikipedia.org/wiki/Franklin,_West_Virginia"
"Greenville, Alabama",Greenville,"https://en.wikipedia.org/wiki/Greenville,_Alabama"
"Greenville, California",Greenville,"https://en.wikipedia.org/wiki/Greenville,_California"
"Greenville, Delaware",Greenville,"https://en.wikipedia.org/wiki/Greenville,_Delaware"
"Greenville, Florida",Greenville,"https://en.wikipedia.org/wiki/Greenville,_Florida"
"Greenville, Georgia",Greenville,"https://en.wikipedia.org/wiki/Greenville,_Georgia"
"Greenville, Illinois",Greenville,"https://en.wikipedia.org/wiki/Greenville,_Illinois"
"Greenville, Indiana",Greenville,"https://en.wikipedia.org/wiki/Greenville,_Indiana"
"Greenville, Iowa",Greenville,"https://en.wikipedia.org/wiki/Greenville,_Iowa"
"Greenville, Kentucky",Greenville,"https://en.wikipedia.org/wiki/Greenville,_Kentucky"
"Greenville, Maine",Greenville,"https://en.wikipedia.org/wiki/Greenville,_Maine"
"Greenville, Michigan",Greenville,"https://en.wikipedia.org/wiki/Greenville,_Michigan"
"Greenville, Mississippi",Greenville,"https://en.wikipedia.org/wiki/Greenville,_Mississippi"
"Greenville, Missouri",Greenville,"https://en.wikipedia.org/wiki/Greenville,_Missouri"
"Greenville, New Hampshire",Greenville,"https://en.wikipedia.org/wiki/Greenville,_New_Hampshire"
"Greenville, New Jersey",Greenville,"https://en.wikipedia.org/wiki/Greenville,_New_Jersey"
"Greenville, Orange County, New York",Greenville,"https://en.wikipedia.org/wiki/Greenville,_Orange_County,_New_York"
"Greenville, Westchester County, New York",Greenville,"https://en.wikipedia.org/wiki/Greenville,_Westchester_County,_New_York"
"Greenville, Ohio",Greenville,"https://en.wikipedia.org/wiki/Greenville,_Ohio"
"Greenville, Pennsylvania",Greenville,"https://en.wikipedia.org/wiki/Greenville,_Pennsylvania"
"Greenville, Rhode Island",Greenville,"https://en.wikipedia.org/wiki/Greenville,_Rhode_Island"
"Greenville, South Carolina",Greenville,"https://en.wikipedia.org/wiki/Greenville,_South_Carolina"
"Greenville, Texas",Greenville,"https://en.wikipedia.org/wiki/Greenville,_Texas"
"Greenville, Utah",Greenville,"https://en.wikipedia.org/wiki/Greenville,_Utah"
"Greenville, Virginia",Greenville,"https://en.wikipedia.org/wiki/Greenville,_Virginia"
"Greenville, Logan County, West Virginia",Greenville,"https://en.wikipedia.org/wiki/Greenville,_Logan_County,_West_Virginia"
"Greenville, Monroe County, West Virginia",Greenville,"https://en.wikipedia.org/wiki/Greenville,_Monroe_County,_West_Virginia"
"Greenville, Wisconsin",Greenville,"https://en.wikipedia.org/wiki/Greenville,_Wisconsin"
"Bristol, Colorado",Bristol,"https://en.wikipedia.org/wiki/Bristol,_Colorado"
"Bristol, Connecticut",Bristol,"https://en.wikipedia.org/wiki/Bristol,_Connecticut"
"Bristol, Florida",Bristol,"https://en.wikipedia.org/wiki/Bristol,_Florida"
"Bristol, Georgia",Bristol,"https://en.wikipedia.org/wiki/Bristol,_Georgia"
"Bristol, Illinois",Bristol,"https://en.wikipedia.org/wiki/Bristol,_Illinois"
"Bristol, Indiana",Bristol,"https://en.wikipedia.org/wiki/Bristol,_Indiana"
"Bristol, Maine",Bristol,"https://en.wikipedia.org/wiki/Bristol,_Maine"
"Bristol, Nevada",Bristol,"https://en.wikipedia.org/wiki/Bristol,_Nevada"
"Bristol, New Hampshire",Bristol,"https://en.wikipedia.org/wiki/Bristol,_New_Hampshire"
"Bristol, New York",Bristol,"https://en.wikipedia.org/wiki/Bristol,_New_York"
"Bristol, Ohio",Bristol,"https://en.wikipedia.org/wiki/Bristol,_Ohio"
"Bristol, Pennsylvania",Bristol,"https://en.wikipedia.org/wiki/Bristol,_Pennsylvania"
"Bristol Township, Pennsylvania",Bristol,"https://en.wikipedia.org/wiki/Bristol_Township,_Pennsylvania"
"Bristol, Rhode Island",Bristol,"https://en.wikipedia.org/wiki/Bristol,_Rhode_Island"
"Bristol, South Dakota",Bristol,"https://en.wikipedia.org/wiki/Bristol,_South_Dakota"
"Bristol, Tennessee",Bristol,"https://en.wikipedia.org/wiki/Bristol,_Tennessee"
"Bristol, Vermont",Bristol,"https://en.wikipedia.org/wiki/Bristol,_Vermont"
"Bristol, Virginia",Bristol,"https://en.wikipedia.org/wiki/Bristol,_Virginia"
"Bristol, Washington",Bristol,"https://en.wikipedia.org/wiki/Bristol,_Washington"
"Bristol, Dane County, Wisconsin",Bristol,"https://en.wikipedia.org/wiki/Bristol,_Dane_County,_Wisconsin"
"Bristol, Kenosha County, Wisconsin",Bristol,"https://en.wikipedia.org/wiki/Bristol,_Kenosha_County,_Wisconsin"
