0.0,0.0,1.0,1087,5340,5340,0.203558052434,0.203558052434,0.203558052434
0.0,0.01,0.99,1088,5340,5340,0.203745318352,0.203745318352,0.203745318352
0.0,0.02,0.98,1091,5340,5340,0.204307116105,0.204307116105,0.204307116105
0.0,0.03,0.97,1096,5340,5340,0.205243445693,0.205243445693,0.205243445693
0.0,0.04,0.96,1100,5340,5340,0.205992509363,0.205992509363,0.205992509363
0.0,0.05,0.95,1100,5340,5340,0.205992509363,0.205992509363,0.205992509363
0.0,0.06,0.94,1097,5340,5340,0.20543071161,0.20543071161,0.20543071161
0.0,0.07,0.93,1095,5340,5340,0.205056179775,0.205056179775,0.205056179775
0.0,0.08,0.92,1092,5340,5340,0.204494382022,0.204494382022,0.204494382022
0.0,0.09,0.91,1093,5340,5340,0.20468164794,0.20468164794,0.20468164794
0.0,0.1,0.9,1094,5340,5340,0.204868913858,0.204868913858,0.204868913858
0.0,0.11,0.89,1095,5340,5340,0.205056179775,0.205056179775,0.205056179775
0.0,0.12,0.88,1100,5340,5340,0.205992509363,0.205992509363,0.205992509363
0.0,0.13,0.87,1099,5340,5340,0.205805243446,0.205805243446,0.205805243446
0.0,0.14,0.86,1099,5340,5340,0.205805243446,0.205805243446,0.205805243446
0.0,0.15,0.85,1102,5340,5340,0.206367041199,0.206367041199,0.206367041199
0.0,0.16,0.84,1101,5340,5340,0.206179775281,0.206179775281,0.206179775281
0.0,0.17,0.83,1102,5340,5340,0.206367041199,0.206367041199,0.206367041199
0.0,0.18,0.82,1099,5340,5340,0.205805243446,0.205805243446,0.205805243446
0.0,0.19,0.81,1100,5340,5340,0.205992509363,0.205992509363,0.205992509363
0.0,0.2,0.8,1094,5340,5340,0.204868913858,0.204868913858,0.204868913858
0.0,0.21,0.79,1101,5340,5340,0.206179775281,0.206179775281,0.206179775281
0.0,0.22,0.78,1103,5340,5340,0.206554307116,0.206554307116,0.206554307116
0.0,0.23,0.77,1102,5340,5340,0.206367041199,0.206367041199,0.206367041199
0.0,0.24,0.76,1100,5340,5340,0.205992509363,0.205992509363,0.205992509363
0.0,0.25,0.75,1101,5340,5340,0.206179775281,0.206179775281,0.206179775281
0.0,0.26,0.74,1102,5340,5340,0.206367041199,0.206367041199,0.206367041199
0.0,0.27,0.73,1100,5340,5340,0.205992509363,0.205992509363,0.205992509363
0.0,0.28,0.72,1101,5340,5340,0.206179775281,0.206179775281,0.206179775281
0.0,0.29,0.71,1103,5340,5340,0.206554307116,0.206554307116,0.206554307116
0.0,0.3,0.7,1104,5340,5340,0.206741573034,0.206741573034,0.206741573034
